verb;frequency;lang;cop
expel;4;en;26
fiddle;4;en;26
factoryfarme;4;en;26
reunite;4;en;26
minimise;4;en;26
bleach;4;en;26
humble;4;en;26
underestimateN;4;en;26
function;4;en;26
breatheN;4;en;26
transcend;4;en;26
digest;4;en;26
stabilize;4;en;26
overturn;4;en;26
catalyze;4;en;26
clarify;4;en;26
alignN;4;en;26
ridicule;4;en;26
obstruct;4;en;26
overshoot;4;en;26
indigenousle;4;en;26
tighten;4;en;26
trickortreate;4;en;26
gift;4;en;26
spendN;4;en;26
moan;4;en;26
acquire;4;en;26
redirect;4;en;26
devote;4;en;26
climatewrecke;4;en;26
ally;4;en;26
convey;4;en;26
possess;4;en;26
advertise;4;en;26
brighton;4;en;26
strut;4;en;26
incl;4;en;26
demilitarize;4;en;26
warisnotgreen;4;en;26
nap;4;en;26
boycott;4;en;26
abandonN;4;en;26
collide;4;en;26
dread;4;en;26
snap;4;en;26
cripple;4;en;26
decry;4;en;26
pioneer;4;en;26
promiseN;4;en;26
sow;4;en;26
punch;4;en;26
genderbase;4;en;26
coverN;4;en;26
perish;4;en;26
forecast;4;en;26
registerN;4;en;26
heighten;4;en;26
butcher;4;en;26
minister;4;en;26
passN;4;en;26
speakN;4;en;26
marginalise;4;en;26
arise;4;en;26
disturb;4;en;26
wound;4;en;26
runN;4;en;26
browse;4;en;26
buildN;4;en;26
manipulate;4;en;26
kickstarte;4;en;26
lap;4;en;26
contaminate;4;en;26
stem;4;en;26
oceanbase;4;en;26
brag;4;en;26
contributeN;4;en;26
spy;4;en;26
aid;4;en;26
harass;4;en;26
wheel;4;en;26
complement;4;en;26
split;4;en;26
anationinwaite;4;en;26
recapture;4;en;26
flare;4;en;26
vary;4;en;26
lectureN;4;en;26
fufil;4;en;26
silenceN;4;en;26
utilise;4;en;26
erect;4;en;26
house;4;en;26
parentle;4;en;26
indulge;4;en;26
fact;4;en;26
separate;4;en;26
misrepresent;4;en;26
club;4;en;26
subsidize;4;en;26
ramble;4;en;26
level;4;en;26
clock;4;en;26
unravel;4;en;26
recharge;4;en;26
edit;4;en;26
abstain;4;en;26
belittle;4;en;26
mindN;4;en;26
deforest;4;en;26
toss;4;en;26
crop;4;en;26
rejoin;4;en;26
pitch;4;en;26
curtail;4;en;26
inject;4;en;26
halloweentheme;4;en;26
rename;4;en;26
cringe;4;en;26
galvanize;4;en;26
trail;4;en;26
outshine;4;en;26
apologizeN;4;en;26
queue;4;en;26
catchN;3;en;26
gavele;3;en;26
spaffer;3;en;26
cling;3;en;26
redeem;3;en;26
alleviate;3;en;26
teeter;3;en;26
bruise;3;en;26
appease;3;en;26
hearten;3;en;26
embroil;3;en;26
inundate;3;en;26
cement;3;en;26
fry;3;en;26
lwf;3;en;26
shade;3;en;26
stickN;3;en;26
renege;3;en;26
gutte;3;en;26
compose;3;en;26
recede;3;en;26
flatten;3;en;26
stare;3;en;26
discard;3;en;26
flop;3;en;26
tolerateN;3;en;26
mess;3;en;26
waffle;3;en;26
hurtle;3;en;26
reelect;3;en;26
respondN;3;en;26
imply;3;en;26
fightgreenwashe;3;en;26
hesitate;3;en;26
precede;3;en;26
amend;3;en;26
bantrophyhunte;3;en;26
bulldoze;3;en;26
umashankar;3;en;26
dwindle;3;en;26
calm;3;en;26
pivot;3;en;26
package;3;en;26
supposeN;3;en;26
salute;3;en;26
resemble;3;en;26
insert;3;en;26
contract;3;en;26
implode;3;en;26
revert;3;en;26
procrastinate;3;en;26
finishN;3;en;26
tilt;3;en;26
chain;3;en;26
comply;3;en;26
fluff;3;en;26
gamble;3;en;26
respectN;3;en;26
airpurifye;3;en;26
shareN;3;en;26
deflect;3;en;26
mingle;3;en;26
seekN;3;en;26
deem;3;en;26
scaleup;3;en;26
alarm;3;en;26
roam;3;en;26
bleed;3;en;26
rainN;3;en;26
island;3;en;26
indigenous;3;en;26
exhaust;3;en;26
sacrificeN;3;en;26
discourage;3;en;26
discloseN;3;en;26
explainN;3;en;26
entrench;3;en;26
recap;3;en;26
reconsider;3;en;26
tow;3;en;26
resonate;3;en;26
interpret;3;en;26
overarch;3;en;26
front;3;en;26
scottydoesnothe;3;en;26
defeat;3;en;26
detect;3;en;26
deride;3;en;26
poll;3;en;26
license;3;en;26
breathtake;3;en;26
climatechange;3;en;26
designN;3;en;26
overheat;3;en;26
fulfilN;3;en;26
hover;3;en;26
resort;3;en;26
shorten;3;en;26
impoverish;3;en;26
gamechange;3;en;26
anticipate;3;en;26
harvest;3;en;26
subside;3;en;26
down;3;en;26
stepN;3;en;26
commemorate;3;en;26
evidencebase;3;en;26
hydrogenpowere;3;en;26
testify;3;en;26
action;3;en;26
baffle;3;en;26
disrespect;3;en;26
annotate;3;en;26
amount;3;en;26
sustainN;3;en;26
cough;3;en;26
diagnose;3;en;26
persist;3;en;26
lease;3;en;26
assert;3;en;26
differ;3;en;26
raiseN;3;en;26
requireN;3;en;26
decisionmake;3;en;26
bluster;3;en;26
democratise;3;en;26
interfere;3;en;26
clog;3;en;26
reframe;3;en;26
chastise;3;en;26
ponder;3;en;26
bust;3;en;26
buryN;3;en;26
quadruple;3;en;26
fabricate;3;en;26
swerve;3;en;26
coorganise;3;en;26
masquerade;3;en;26
rub;3;en;26
rediscover;3;en;26
delegate;3;en;26
sense;3;en;26
network;3;en;26
camp;3;en;26
undergo;3;en;26
carbonemitte;3;en;26
posture;3;en;26
spray;3;en;26
reclaim;3;en;26
skyrocket;3;en;26
elaborate;3;en;26
legallybinde;3;en;26
coorganize;3;en;26
buildbackbetter;3;en;26
menu;3;en;26
swamp;3;en;26
incentivize;3;en;26
tweetN;3;en;26
excuse;3;en;26
explode;3;en;26
creep;3;en;26
uclgenerationone;3;en;26
recur;3;en;26
peddle;3;en;26
stuff;3;en;26
freetibet;3;en;26
planet;3;en;26
structure;3;en;26
clearcutte;3;en;26
reallocate;3;en;26
hostN;3;en;26
implementN;3;en;26
linkedin;3;en;26
rewild;3;en;26
duck;3;en;26
consolidate;3;en;26
utilize;3;en;26
choreograph;3;en;26
jeopardize;3;en;26
cleanse;3;en;26
scotgov;3;en;26
addN;3;en;26
mire;3;en;26
estpm;3;en;26
hamper;3;en;26
webstreame;3;en;26
hoard;3;en;26
reap;3;en;26
rewatch;3;en;26
utter;3;en;26
load;3;en;26
lessen;3;en;26
big;3;en;26
demonise;3;en;26
programme;3;en;26
delve;3;en;26
torture;3;en;26
price;3;en;26
thumb;3;en;26
brim;3;en;26
smell;3;en;26
industrialize;3;en;26
radicalise;3;en;26
herald;3;en;26
bombard;3;en;26
swarm;3;en;26
gtbn;3;en;26
spill;3;en;26
kelvingrove;3;en;26
spout;3;en;26
graze;3;en;26
mnangagwa;3;en;26
loan;3;en;26
hurry;3;en;26
breed;3;en;26
revitalize;3;en;26
rant;3;en;26
wage;3;en;26
entitle;3;en;26
watchN;3;en;26
itshappene;3;en;26
planN;3;en;26
polish;3;en;26
date;3;en;26
oppress;3;en;26
accountable;3;en;26
marketbase;3;en;26
qampa;3;en;26
prolong;3;en;26
playN;3;en;26
bolsonaro;3;en;26
solarise;3;en;26
adhere;3;en;26
blind;3;en;26
process;3;en;26
shortlist;3;en;26
ready;3;en;26
recommit;3;en;26
scotland;3;en;26
promoteN;3;en;26
chew;3;en;26
rear;3;en;26
revealN;3;en;26
ignite;3;en;26
shineN;3;en;26
negate;3;en;26
borrow;3;en;26
dive;3;en;26
demonize;3;en;26
hunt;3;en;26
decimate;3;en;26
manageN;3;en;26
rebound;3;en;26
reopen;3;en;26
upscale;3;en;26
reread;3;en;26
chairelect;3;en;26
roast;3;en;26
blockade;3;en;26
realdailybriefe;3;en;26
hypocrisy;3;en;26
correct;3;en;26
disclose;3;en;26
nominate;3;en;26
whatsapp;3;en;26
maribe;3;en;26
forgive;3;en;26
calibrate;3;en;26
wreak;3;en;26
reintroduce;3;en;26
virtuesignalle;3;en;26
foresee;3;en;26
naftali;3;en;26
electrifyeverythe;3;en;26
instruct;3;en;26
panic;3;en;26
electN;3;en;26
discharge;3;en;26
abseil;3;en;26
span;3;en;26
rent;3;en;26
loot;3;en;26
tail;3;en;26
scratch;3;en;26
panchamrit;3;en;26
flash;3;en;26
churn;3;en;26
sanction;3;en;26
weather;3;en;26
wean;3;en;26
remainN;3;en;26
worship;3;en;26
brutalise;3;en;26
brainwash;3;en;26
hop;3;en;26
curse;3;en;26
twist;3;en;26
emptyhande;3;en;26
glow;3;en;26
cometh;3;en;26
reindustrialise;3;en;26
freedomlove;3;en;26
craft;3;en;26
remark;3;en;26
reengage;3;en;26
forum;3;en;26
exmaldive;3;en;26
accumulate;3;en;26
shyN;3;en;26
accommodate;3;en;26
johnsonliedpeopledie;3;en;26
excoriate;2;en;26
scoop;2;en;26
disregard;2;en;26
ambush;2;en;26
fade;2;en;26
phasedown;2;en;26
rust;2;en;26
boil;2;en;26
grantN;2;en;26
stunt;2;en;26
cave;2;en;26
relieve;2;en;26
poke;2;en;26
envelop;2;en;26
type;2;en;26
upgrade;2;en;26
shaft;2;en;26
dim;2;en;26
gavel;2;en;26
ld;2;en;26
switzerland;2;en;26
scupper;2;en;26
ensureN;2;en;26
wring;2;en;26
beam;2;en;26
oxfam;2;en;26
persecute;2;en;26
liquify;2;en;26
hustle;2;en;26
moralise;2;en;26
limp;2;en;26
curbN;2;en;26
linkN;2;en;26
improveN;2;en;26
bond;2;en;26
slay;2;en;26
pander;2;en;26
gavelle;2;en;26
tarnish;2;en;26
covid;2;en;26
industry;2;en;26
pollution;2;en;26
issueN;2;en;26
reconcile;2;en;26
gut;2;en;26
stump;2;en;26
scatter;2;en;26
nobble;2;en;26
rightsbase;2;en;26
collude;2;en;26
protestN;2;en;26
flock;2;en;26
sway;2;en;26
wield;2;en;26
riseN;2;en;26
dust;2;en;26
ake;2;en;26
captureN;2;en;26
logic;2;en;26
recoup;2;en;26
auction;2;en;26
energise;2;en;26
baseN;2;en;26
outlive;2;en;26
colonial;2;en;26
invade;2;en;26
else;2;en;26
squirm;2;en;26
bash;2;en;26
tradeN;2;en;26
recognizeN;2;en;26
skulk;2;en;26
multiply;2;en;26
outrage;2;en;26
fling;2;en;26
blaze;2;en;26
twitter;2;en;26
beatN;2;en;26
redouble;2;en;26
changeaccelerate;2;en;26
blister;2;en;26
notify;2;en;26
redefine;2;en;26
predictN;2;en;26
sweepN;2;en;26
bemoan;2;en;26
thankN;2;en;26
pledgeN;2;en;26
floodrelate;2;en;26
teachN;2;en;26
commodify;2;en;26
detest;2;en;26
decipher;2;en;26
couch;2;en;26
nameN;2;en;26
purify;2;en;26
reassess;2;en;26
pullN;2;en;26
coexist;2;en;26
disenfranchise;2;en;26
elsiemcselfie;2;en;26
embolden;2;en;26
grind;2;en;26
burden;2;en;26
flounder;2;en;26
fridayfeele;2;en;26
sanitise;2;en;26
con;2;en;26
collate;2;en;26
reign;2;en;26
segregate;2;en;26
gush;2;en;26
engageN;2;en;26
finnieston;2;en;26
cumme;2;en;26
extinction;2;en;26
numb;2;en;26
climatedamage;2;en;26
polluter;2;en;26
volunteer;2;en;26
treble;2;en;26
reuppe;2;en;26
bid;2;en;26
delayN;2;en;26
abide;2;en;26
evidence;2;en;26
choosinggreen;2;en;26
strew;2;en;26
welcomeN;2;en;26
wrestle;2;en;26
bluecarbon;2;en;26
border;2;en;26
mainstream;2;en;26
message;2;en;26
financialise;2;en;26
wilt;2;en;26
jostle;2;en;26
rival;2;en;26
confine;2;en;26
row;2;en;26
plow;2;en;26
meditate;2;en;26
coopte;2;en;26
faceN;2;en;26
avail;2;en;26
youthle;2;en;26
sadden;2;en;26
orient;2;en;26
nonmotorise;2;en;26
basin;2;en;26
prioritiseN;2;en;26
ripple;2;en;26
cater;2;en;26
resume;2;en;26
evaluate;2;en;26
relaunch;2;en;26
soil;2;en;26
anger;2;en;26
stack;2;en;26
camphorinek;2;en;26
aggravate;2;en;26
fossilfuelindustrypoliticalwe;2;en;26
offshore;2;en;26
appropriate;2;en;26
weaponise;2;en;26
uncover;2;en;26
defuse;2;en;26
peek;2;en;26
renegotiate;2;en;26
bestow;2;en;26
lobbyN;2;en;26
abpoli;2;en;26
greenlighte;2;en;26
purpose;2;en;26
inhale;2;en;26
dispel;2;en;26
ocean;2;en;26
reinvent;2;en;26
bindN;2;en;26
gt;2;en;26
obliterate;2;en;26
distinguish;2;en;26
procure;2;en;26
ram;2;en;26
repeatN;2;en;26
decommission;2;en;26
installN;2;en;26
congregate;2;en;26
phaseout;2;en;26
forbid;2;en;26
risetothemoment;2;en;26
correlate;2;en;26
heattrappe;2;en;26
activetravel;2;en;26
hawk;2;en;26
lockin;2;en;26
distort;2;en;26
eclipse;2;en;26
total;2;en;26
incur;2;en;26
flag;2;en;26
alejandria;2;en;26
endorseN;2;en;26
weatherrelate;2;en;26
throwN;2;en;26
preview;2;en;26
feedN;2;en;26
sinkN;2;en;26
caligne;2;en;26
authorise;2;en;26
countN;2;en;26
allocateN;2;en;26
growN;2;en;26
reexamine;2;en;26
downplay;2;en;26
trailblaze;2;en;26
dither;2;en;26
unify;2;en;26
optimise;2;en;26
surface;2;en;26
reshare;2;en;26
communityle;2;en;26
substitute;2;en;26
sip;2;en;26
thwart;2;en;26
xijinpe;2;en;26
station;2;en;26
able;2;en;26
fancy;2;en;26
treasure;2;en;26
snatch;2;en;26
turbocharge;2;en;26
confrontN;2;en;26
flog;2;en;26
detoxify;2;en;26
position;2;en;26
jumpN;2;en;26
heatN;2;en;26
underrepresente;2;en;26
climatedestroye;2;en;26
grantbase;2;en;26
lambaste;2;en;26
enslave;2;en;26
wane;2;en;26
manifest;2;en;26
tldr;2;en;26
intendN;2;en;26
rocket;2;en;26
screech;2;en;26
wfp;2;en;26
stomp;2;en;26
shoutN;2;en;26
number;2;en;26
relay;2;en;26
injure;2;en;26
hardwire;2;en;26
riddle;2;en;26
activate;2;en;26
noormahome;2;en;26
climatecrisis;2;en;26
deliberate;2;en;26
rewet;2;en;26
stir;2;en;26
bankrupt;2;en;26
grill;2;en;26
fare;2;en;26
preventN;2;en;26
brainstorm;2;en;26
dictateN;2;en;26
refurbish;2;en;26
wiggle;2;en;26
single;2;en;26
meltN;2;en;26
purport;2;en;26
demean;2;en;26
dispossess;2;en;26
model;2;en;26
probe;2;en;26
inflate;2;en;26
dealN;2;en;26
chill;2;en;26
fake;2;en;26
pressurise;2;en;26
flowN;2;en;26
google;2;en;26
marry;2;en;26
visitN;2;en;26
exhibition;2;en;26
protract;2;en;26
equal;2;en;26
strategise;2;en;26
ampdegrade;2;en;26
conceal;2;en;26
dispose;2;en;26
trumpet;2;en;26
inhibit;2;en;26
energyrelate;2;en;26
assault;2;en;26
disperse;2;en;26
opinion;2;en;26
experienceN;2;en;26
remotesense;2;en;26
groom;2;en;26
resistN;2;en;26
consist;2;en;26
trace;2;en;26
arrange;2;en;26
arch;2;en;26
prospect;2;en;26
practise;2;en;26
rebalance;2;en;26
implicate;2;en;26
bore;2;en;26
proceeding;2;en;26
envisage;2;en;26
dampenN;2;en;26
baby;2;en;26
insult;2;en;26
breath;2;en;26
greenwasheN;2;en;26
fragment;2;en;26
plunge;2;en;26
repurpose;2;en;26
promisedand;2;en;26
imperil;2;en;26
fuse;2;en;26
minceN;2;en;26
crumble;2;en;26
viewN;2;en;26
market;2;en;26
deserveN;2;en;26
cast;2;en;26
blend;2;en;26
recommendN;2;en;26
destroyN;2;en;26
revolutionize;2;en;26
honourN;2;en;26
enrage;2;en;26
terminate;2;en;26
placate;2;en;26
morrison;2;en;26
unchallenge;2;en;26
banish;2;en;26
handleN;2;en;26
wag;2;en;26
nag;2;en;26
adviseN;2;en;26
payuplossanddamage;2;en;26
caution;2;en;26
haltN;2;en;26
modernise;2;en;26
rinseN;2;en;26
emissionsreduce;2;en;26
focusN;2;en;26
compound;2;en;26
govt;2;en;26
hack;2;en;26
gorm;2;en;26
sufferN;2;en;26
abound;2;en;26
sellN;2;en;26
renewable;2;en;26
permitN;2;en;26
inequality;2;en;26
bud;2;en;26
rinse;2;en;26
fossilfuelle;2;en;26
scramble;2;en;26
asase;2;en;26
politicise;2;en;26
survival;2;en;26
remedie;2;en;26
oilproduce;2;en;26
fence;2;en;26
cochaire;2;en;26
embarrassN;2;en;26
shuttle;2;en;26
replyN;2;en;26
flyoverinterchange;2;en;26
dank;2;en;26
raeed;2;en;26
framework;2;en;26
fuss;2;en;26
mps;2;en;26
smear;2;en;26
fm;2;en;26
untangle;2;en;26
undermineN;2;en;26
breakdown;2;en;26
attain;2;en;26
sweep;2;en;26
coalbase;2;en;26
mp;2;en;26
banbottomtrawle;2;en;26
renounce;2;en;26
noticeN;2;en;26
behold;2;en;26
flower;2;en;26
begN;2;en;26
chauffeur;2;en;26
albarise;2;en;26
leap;2;en;26
unfurl;2;en;26
wellpositione;2;en;26
selfconfesse;2;en;26
haunt;2;en;26
epitomise;2;en;26
today;2;en;26
provoke;2;en;26
morph;2;en;26
afternoonbriefe;2;en;26
coalfuelle;2;en;26
bake;2;en;26
thin;2;en;26
infuriate;2;en;26
mindful;2;en;26
swell;2;en;26
rebrand;2;en;26
humiliate;2;en;26
blank;2;en;26
raisi;2;en;26
average;2;en;26
deafen;2;en;26
kickN;2;en;26
solarpowere;2;en;26
thisisengineere;2;en;26
blackmail;2;en;26
beginN;2;en;26
sample;2;en;26
bugger;2;en;26
ostracise;2;en;26
everyone;2;en;26
nondebtcreate;2;en;26
emitN;2;en;26
prepareN;2;en;26
prime;2;en;26
idle;2;en;26
engagement;2;en;26
bombmake;2;en;26
buck;2;en;26
slaughter;2;en;26
stalk;2;en;26
impound;2;en;26
expedite;2;en;26
party;2;en;26
groundbreake;2;en;26
breakthrough;2;en;26
brighten;2;en;26
legalise;2;en;26
comenten;2;en;26
commentN;2;en;26
waterrelate;2;en;26
scan;2;en;26
partake;2;en;26
valueadde;2;en;26
fuelguzzle;2;en;26
grip;2;en;26
exposeN;2;en;26
sortN;2;en;26
resent;2;en;26
arrestN;2;en;26
justifyN;2;en;26
overlap;2;en;26
misplace;2;en;26
toast;2;en;26
slump;2;en;26
newsflash;2;en;26
dock;2;en;26
whisper;2;en;26
realizeN;2;en;26
spit;2;en;26
leyen;2;en;26
stake;2;en;26
comprise;2;en;26
retweete;2;en;26
part;2;en;26
president;2;en;26
carbonspewe;2;en;26
euus;2;en;26
gape;2;en;26
taxpayerfunde;2;en;26
zero;2;en;26
catastrophise;2;en;26
engulf;2;en;26
blackpink;2;en;26
nip;2;en;26
exportN;2;en;26
pretendN;2;en;26
deeproote;2;en;26
retweetN;2;en;26
rightwe;2;en;26
stanne;2;en;26
threatenN;2;en;26
mint;2;en;26
fawn;2;en;26
motorcade;2;en;26
crossN;2;en;26
attribute;2;en;26
crawl;2;en;26
trample;2;en;26
reserve;2;en;26
adivasi;2;en;26
unseeN;2;en;26
wheelchairuse;2;en;26
maathai;2;en;26
coleade;2;en;26
dash;2;en;26
pronounce;2;en;26
confuseN;2;en;26
snooze;2;en;26
bankroll;2;en;26
arrangeN;2;en;26
plantN;2;en;26
dareN;2;en;26
restart;2;en;26
distributeN;2;en;26
enterN;2;en;26
sledge;2;en;26
careen;2;en;26
coin;2;en;26
consultN;2;en;26
stone;2;en;26
patrol;2;en;26
sledgeN;2;en;26
heckle;2;en;26
bellow;2;en;26
strap;2;en;26
word;2;en;26
amass;2;en;26
almohamme;2;en;26
modify;2;en;26
awaken;2;en;26
occurN;2;en;26
kickstart;2;en;26
openN;2;en;26
visualise;2;en;26
prayut;2;en;26
destabilize;2;en;26
identifyN;2;en;26
redeploy;2;en;26
fusionenergyiscome;2;en;26
frederiksen;2;en;26
infille;2;en;26
firm;2;en;26
mistake;2;en;26
resolveN;2;en;26
orchestrate;2;en;26
flaunt;2;en;26
demystify;2;en;26
bigge;2;en;26
commeth;2;en;26
nakate;2;en;26
outclass;2;en;26
tingle;2;en;26
condemnN;2;en;26
rajapaksa;2;en;26
languish;2;en;26
energyproduce;2;en;26
spawn;2;en;26
shackle;2;en;26
loganriley;2;en;26
worldcitiesday;2;en;26
prevail;2;en;26
derive;2;en;26
autoenrolle;2;en;26
reskille;2;en;26
despair;2;en;26
hopeN;2;en;26
trek;2;en;26
toughen;2;en;26
dissolve;2;en;26
swing;2;en;26
binste;2;en;26
blare;1;en;26
coaldriven;1;en;26
gaslight;1;en;26
thee;1;en;26
reelectN;1;en;26
itisfinishe;1;en;26
blindN;1;en;26
scout;1;en;26
dismissN;1;en;26
tearN;1;en;26
utterN;1;en;26
pickN;1;en;26
countriesinclude;1;en;26
unsinkN;1;en;26
nodoublecounte;1;en;26
crib;1;en;26
ridN;1;en;26
wellearne;1;en;26
renderN;1;en;26
dishearten;1;en;26
impactN;1;en;26
eschew;1;en;26
propaganda;1;en;26
cuttingeliminate;1;en;26
tweak;1;en;26
deleteN;1;en;26
overte;1;en;26
shred;1;en;26
restrain;1;en;26
waterboarde;1;en;26
wrench;1;en;26
proposal;1;en;26
mediate;1;en;26
accrue;1;en;26
bait;1;en;26
emulateN;1;en;26
hinderN;1;en;26
tee;1;en;26
selfcondescende;1;en;26
bargain;1;en;26
bank;1;en;26
funnel;1;en;26
biophilic;1;en;26
flatout;1;en;26
discount;1;en;26
deadlocke;1;en;26
dependN;1;en;26
bubble;1;en;26
interest;1;en;26
damn;1;en;26
blameshifte;1;en;26
astonish;1;en;26
caricature;1;en;26
fcke;1;en;26
twiddle;1;en;26
blockN;1;en;26
adjourn;1;en;26
lngisfracke;1;en;26
whimper;1;en;26
counteract;1;en;26
belly;1;en;26
lipread;1;en;26
wangle;1;en;26
sting;1;en;26
ay;1;en;26
testN;1;en;26
lossanddamage;1;en;26
forebode;1;en;26
behonest;1;en;26
nutrient;1;en;26
withhold;1;en;26
eu;1;en;26
spinN;1;en;26
away;1;en;26
leardership;1;en;26
wreckingemission;1;en;26
kmh;1;en;26
exult;1;en;26
waterN;1;en;26
weasel;1;en;26
experiment;1;en;26
classify;1;en;26
racialise;1;en;26
weakenN;1;en;26
amendN;1;en;26
dm;1;en;26
rewatche;1;en;26
journey;1;en;26
knowjust;1;en;26
swill;1;en;26
mobilebanke;1;en;26
growthhacke;1;en;26
intimidate;1;en;26
shockN;1;en;26
musthave;1;en;26
evict;1;en;26
nilsaxel;1;en;26
recenter;1;en;26
functionN;1;en;26
delegateN;1;en;26
skive;1;en;26
ldm;1;en;26
rebate;1;en;26
richpollute;1;en;26
revile;1;en;26
shave;1;en;26
capitulate;1;en;26
whawhai;1;en;26
kiss;1;en;26
usurp;1;en;26
governmentsponsore;1;en;26
ante;1;en;26
mil;1;en;26
biteN;1;en;26
loophole;1;en;26
regurgitate;1;en;26
coalrelate;1;en;26
hvN;1;en;26
resistanceunite;1;en;26
countervail;1;en;26
redrew;1;en;26
transposeN;1;en;26
overnightbacke;1;en;26
scorch;1;en;26
highfive;1;en;26
rubber;1;en;26
assemblie;1;en;26
outlaw;1;en;26
offload;1;en;26
author;1;en;26
hobble;1;en;26
penalize;1;en;26
extinguish;1;en;26
copweve;1;en;26
administer;1;en;26
clearlyisN;1;en;26
backslide;1;en;26
needednothe;1;en;26
peg;1;en;26
indicatesgreenwashe;1;en;26
europes;1;en;26
quieten;1;en;26
presideN;1;en;26
circle;1;en;26
globalheate;1;en;26
longpende;1;en;26
wine;1;en;26
geoengineere;1;en;26
justice;1;en;26
lsce;1;en;26
wildlifefilmmake;1;en;26
heap;1;en;26
envisageN;1;en;26
koulouris;1;en;26
angrybecause;1;en;26
outsice;1;en;26
durdle;1;en;26
hisboss;1;en;26
getout;1;en;26
union;1;en;26
indict;1;en;26
confirmN;1;en;26
dotransparency;1;en;26
exude;1;en;26
coupleN;1;en;26
scam;1;en;26
pc;1;en;26
admitN;1;en;26
emblebi;1;en;26
copknowe;1;en;26
gloat;1;en;26
infest;1;en;26
profilenetworke;1;en;26
restN;1;en;26
reinsert;1;en;26
proveN;1;en;26
benchmark;1;en;26
scavenge;1;en;26
ruleN;1;en;26
learnN;1;en;26
verbs;1;en;26
wewontforget;1;en;26
signalN;1;en;26
highspeed;1;en;26
treehugge;1;en;26
major;1;en;26
besbe;1;en;26
graft;1;en;26
effortshare;1;en;26
camboN;1;en;26
deregister;1;en;26
cajole;1;en;26
cryN;1;en;26
outway;1;en;26
inch;1;en;26
yaaas;1;en;26
urgeN;1;en;26
cookN;1;en;26
guaranteeN;1;en;26
wishfulthinke;1;en;26
adjust;1;en;26
impair;1;en;26
cyclist;1;en;26
overcomeN;1;en;26
reguse;1;en;26
wat;1;en;26
rate;1;en;26
earlyrise;1;en;26
archive;1;en;26
ai;1;en;26
optimize;1;en;26
exhort;1;en;26
fharme;1;en;26
liquefy;1;en;26
policymake;1;en;26
stengthen;1;en;26
falter;1;en;26
outflank;1;en;26
jealousy;1;en;26
demonstrateN;1;en;26
overselle;1;en;26
brexitN;1;en;26
flit;1;en;26
caper;1;en;26
business;1;en;26
begins;1;en;26
dotherightthe;1;en;26
schemesareN;1;en;26
countriesit;1;en;26
monopolise;1;en;26
freejamesbrown;1;en;26
burnN;1;en;26
acround;1;en;26
dissatisfy;1;en;26
oweN;1;en;26
operationalise;1;en;26
rn;1;en;26
pollutionrelate;1;en;26
oil;1;en;26
excuseN;1;en;26
personalise;1;en;26
shoud;1;en;26
unglue;1;en;26
paste;1;en;26
underwhelme;1;en;26
latch;1;en;26
ergo;1;en;26
reorient;1;en;26
data;1;en;26
megayacht;1;en;26
acclaim;1;en;26
oof;1;en;26
vindicate;1;en;26
mirror;1;en;26
gleam;1;en;26
familiarize;1;en;26
graspN;1;en;26
backdestroye;1;en;26
highemitte;1;en;26
beget;1;en;26
lcpl;1;en;26
refresh;1;en;26
maskless;1;en;26
redact;1;en;26
encapsulate;1;en;26
leadershipit;1;en;26
adore;1;en;26
restrictN;1;en;26
frackeN;1;en;26
peatlandsmatter;1;en;26
consignN;1;en;26
instigate;1;en;26
flightat;1;en;26
humour;1;en;26
lestweforget;1;en;26
taste;1;en;26
revamp;1;en;26
growthreduce;1;en;26
changeincrease;1;en;26
nonbinde;1;en;26
defineN;1;en;26
healthampwellbee;1;en;26
institutionalise;1;en;26
goad;1;en;26
dwell;1;en;26
drum;1;en;26
knit;1;en;26
reprocess;1;en;26
decadeofthecargobike;1;en;26
ch;1;en;26
spacebase;1;en;26
kyotoprotocol;1;en;26
rfc;1;en;26
discussdN;1;en;26
coconvene;1;en;26
rhyme;1;en;26
cementN;1;en;26
ifis;1;en;26
choice;1;en;26
materialize;1;en;26
zealandle;1;en;26
leaderseven;1;en;26
sewage;1;en;26
energysave;1;en;26
bawjaw;1;en;26
agrifarme;1;en;26
planetdestroye;1;en;26
overthrow;1;en;26
gumagamit;1;en;26
expire;1;en;26
mth;1;en;26
valueN;1;en;26
knob;1;en;26
darken;1;en;26
checkN;1;en;26
reversemida;1;en;26
alliance;1;en;26
waive;1;en;26
heatwave;1;en;26
fck;1;en;26
slobber;1;en;26
helped;1;en;26
